code,schemeType,fundType,schemeCategory,plan,schemeMin,sip,investmentObjective,aum,risk,fundManager,schemeName,returnsInception,returnsYear1,returnsYear3,returnsYear5,returnsYear10,ISIN,expenseRatio,taxPeriod,navCode
UNCBGD-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,N,To achieve long term capital appreciation by investing substantially in a portfolio of corporate debt securities,2880,1.79104,Parijat Agarwal; Anindya Sarkar,Union Corporate Bond Growth Direct Plan,6.2007,4.7787,0,0,3.43,INF582M01DU5,0.1,1095,143241
UNCBRD-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,N,To achieve long term capital appreciation by investing substantially in a portfolio of corporate debt securities,2880,1.79104,Parijat Agarwal; Anindya Sarkar,Union Corporate Bond Dividend Reinvest Direct Plan,6.2007,4.7787,0,0,7.34,INF582M01DV3,0,1095,143242
UNCBPD-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,N,To achieve long term capital appreciation by investing substantially in a portfolio of corporate debt securities,2880,1.79104,Parijat Agarwal; Anindya Sarkar,Union Corporate Bond Paln Dividend Payout Direct Plan,6.2007,4.7787,0,0,8.41,INF582M01DW1,0.3,365,143242
PRBFG1-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,The objective of the Scheme is to seek to generate returns through active management of a portfolio of debt and money market instruments. However; there is no assurance that the investment objective of the Scheme will be realized and the Scheme does not assure or guarantee any returns.,460,3.13547,Puneet Pal,PGIM India Dynamic Bond Growth Direct Plan,9.4663,13.2214,9.6308,9.5128,8.45,INF663L01AD7,0.26,1095,120084
PRBFM1-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,The objective of the Scheme is to seek to generate returns through active management of a portfolio of debt and money market instruments. However; there is no assurance that the investment objective of the Scheme will be realized and the Scheme does not assure or guarantee any returns.,460,4.15812,Puneet Pal,PGIM India Dynamic Bond Monthly Dividend Reinvest Direct Plan,8.1897,13.1961,9.3455,9.595,5.24,INF663L01AE5,0.26,1095,120085
PRBFM1-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,The objective of the Scheme is to seek to generate returns through active management of a portfolio of debt and money market instruments. However; there is no assurance that the investment objective of the Scheme will be realized and the Scheme does not assure or guarantee any returns.,460,4.15812,Puneet Pal,PGIM India Dynamic Bond Monthly Dividend Payout Direct Plan,8.1897,13.1961,9.3455,9.595,2.47,INF663L01AF2,0.26,1095,120085
PRBFQ1-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,Y,The objective of the Scheme is to seek to generate returns through active management of a portfolio of debt and money market instruments. However; there is no assurance that the investment objective of the Scheme will be realized and the Scheme does not assure or guarantee any returns.,460,6.21365,Puneet Pal,PGIM India Dynamic Bond Quarterly Dividend Reinvest Direct Plan,6.1205,11.1245,7.4276,0,6.79,INF663L01AH8,0.26,1095,120086
PRBFQ1-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,Y,The objective of the Scheme is to seek to generate returns through active management of a portfolio of debt and money market instruments. However; there is no assurance that the investment objective of the Scheme will be realized and the Scheme does not assure or guarantee any returns.,460,6.21365,Puneet Pal,PGIM India Dynamic Bond Quarterly Dividend Payout Direct Plan,6.1205,11.1245,7.4276,0,9.08,INF663L01AI6,0.26,1095,120086
BN628DM-DR,Open Ended,Hybrid,Equity,DIVIDEND MONTHLY,5000,Y,To generate income and capital appreciation by investing in a combination of diversified portfolio of equity and equity related instruments; including use of equity derivatives strategies and arbitrage opportunities with exposure in debt and fixed income instruments. ,6810,2.06659,Karthikraj Lakshmanan; Mayank Prakash,BNP Paribas Arbitrage Monthly Dividend Reinvest Direct Plan,1.2289,1.0565,0,0,4.86,INF251K01PE9,0.49,365,150255
BN628DM-DP,Open Ended,Hybrid,Equity,DIVIDEND MONTHLY,5000,Y,To generate income and capital appreciation by investing in a combination of diversified portfolio of equity and equity related instruments; including use of equity derivatives strategies and arbitrage opportunities with exposure in debt and fixed income instruments. ,6810,2.06659,Karthikraj Lakshmanan; Mayank Prakash,BNP Paribas Arbitrage Monthly Dividend Payout Direct Plan,1.2289,1.0565,0,0,10.65,INF251K01PF6,0.49,365,150255
BN628DQ-DR,Open Ended,Hybrid,Equity,DIVIDEND QUARTERLY,5000,Y,To generate income and capital appreciation by investing in a combination of diversified portfolio of equity and equity related instruments; including use of equity derivatives strategies and arbitrage opportunities with exposure in debt and fixed income instruments. ,6810,3.06874,Karthikraj Lakshmanan; Mayank Prakash,BNP Paribas Arbitrage Quarterly Dividend Reinvest Direct Plan,1.1598,1.0926,0,0,11.38,INF251K01PI0,0.49,365,150256
BN628DQ-DP,Open Ended,Hybrid,Equity,DIVIDEND QUARTERLY,5000,Y,To generate income and capital appreciation by investing in a combination of diversified portfolio of equity and equity related instruments; including use of equity derivatives strategies and arbitrage opportunities with exposure in debt and fixed income instruments. ,6810,3.06874,Karthikraj Lakshmanan; Mayank Prakash,BNP Paribas Arbitrage Quarterly Dividend Payout Direct Plan,1.1598,1.0926,0,0,6.26,INF251K01PJ8,1.36,365,150256
BN630DG-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,to generate long-term capital growth by investing in a concentrated portfolio of equity & equity related instruments of up to 25 companies and the balance in debt securities & money market instruments,2020,13.7164,Karthikraj Lakshmanan; Abhijeet Dey,BNP Paribas Focused 25 Equity Growth Direct Plan,-4.7035,-6.8218,0,0,4.86,INF251K01PN0,0.79,365,150264
BN630DD-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,to generate long-term capital growth by investing in a concentrated portfolio of equity & equity related instruments of up to 25 companies and the balance in debt securities & money market instruments,2020,13.7178,Karthikraj Lakshmanan; Abhijeet Dey,BNP Paribas Focused 25 Equity Dividend Payout Direct Plan,-4.7475,-6.8582,0,0,11.25,INF251K01PO8,0.79,365,150265
BN630DD-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,to generate long-term capital growth by investing in a concentrated portfolio of equity & equity related instruments of up to 25 companies and the balance in debt securities & money market instruments,2020,13.7178,Karthikraj Lakshmanan; Abhijeet Dey,BNP Paribas Focused 25 Equity Dividend Reinvest Direct Plan,-4.7475,-6.8582,0,0,4.46,INF251K01PP5,0.79,365,150265
TAFW1Z-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND WEEKLY,5000,Y,To generate stable returns with a low interest rate risk strategy by creating a portfolio that is predominantly invested in good quality floating rate debt instruments; money market instruments and fixed rate debt instruments which can also be swapped for floating rate returns.,6420,1.32504,Akhil Mittal; Abhishek,Tata Treasury Advantage Weekly Dividend Reinvest Direct Plan,5.6005,1.5073,3.978,4.83,4.05,INF277K010C8,0.87,365,119865
TAIPHDZ-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,The investment objective of the scheme is to seek long term capital appreciation by investing atleast 80% of its net assets in equity/equity related instruments of the companies in the pharma & healthcare sectors in India.,1650,14.9746,Sailesh Jain; Meeta Shetty,Tata India Pharma & Healthcare Dividend Reinvest Direct Plan,-1.31,0.4511,1.5379,0,0.89,INF277K011B8,0.87,365,135808
TAIPHDZ-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,The investment objective of the scheme is to seek long term capital appreciation by investing atleast 80% of its net assets in equity/equity related instruments of the companies in the pharma & healthcare sectors in India.,1650,14.9746,Sailesh Jain; Meeta Shetty,Tata India Pharma & Healthcare Dividend Payout Direct Plan,-1.31,0.4511,1.5379,0,8.48,INF277K011B8,0.87,365,135808
437-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,Y,To provide stable returns by investing in shorter maturity fixed income securities.,101220,4.43903,Santosh Kamath; Kunal Agrawal,Franklin India Short Term Income Retail Quarterly Dividend Reinvest Direct Plan,5.4307,-8.0403,1.424,3.6004,8.82,INF090I01GM7,0.87,365,118566
438-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,To provide stable returns by investing in shorter maturity fixed income securities.,101220,3.28653,Santosh Kamath; Kunal Agrawal,Franklin India Short Term Income Retail Monthly Dividend Payout Direct Plan,5.4263,-6.461,1.9339,3.7733,2.93,INF090I01GN5,1.27,365,118567
438-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,To provide stable returns by investing in shorter maturity fixed income securities.,101220,3.28653,Santosh Kamath; Kunal Agrawal,Franklin India Short Term Income Retail Monthly Dividend Reinvest Direct Plan,5.4263,-6.461,1.9339,3.7733,5.89,INF090I01GO3,1.27,365,118567
439-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND WEEKLY,5000,Y,To provide stable returns by investing in shorter maturity fixed income securities.,101220,2.72325,Santosh Kamath; Kunal Agrawal,Franklin India Short Term Income Retail Weekly Dividend Reinvest Direct Plan,5.4778,-5.2343,2.1943,3.7504,0.5,INF090I01GP0,1.27,365,118568
440-DP,Open Ended,Others,Equity,AS N WHEN,5000,Y,An open-ended passive index fund with an objective of investing in companies whose securities are included in the Nifty; and subject to tracking errors; endeavours to attain results commensurate with the S&P CNX Nifty.,2720,14.6212,Varun Sharma; Pyari Menon,Franklin India Index Nifty Dividend Payout Direct Plan,7.41,-14.2085,2.9567,2.447,3.4,INF090I01GQ8,0.4,1095,118580
440-DR,Open Ended,Others,Equity,AS N WHEN,5000,Y,An open-ended passive index fund with an objective of investing in companies whose securities are included in the Nifty; and subject to tracking errors; endeavours to attain results commensurate with the S&P CNX Nifty.,2720,14.6212,Varun Sharma; Pyari Menon,Franklin India Index Nifty Dividend Reinvest Direct Plan,7.41,-14.2085,2.9567,2.447,5.16,INF090I01GR6,0.55,1095,118580
463-GR,Open Ended,Others,Equity,GROWTH,5000,Y,An open-ended passive index fund with an objective of investing in companies whose securities are included in the Nifty; and subject to tracking errors; endeavours to attain results commensurate with the S&P CNX Nifty.,2720,14.6212,Varun Sharma; Pyari Menon,Franklin India Index Nifty Growth Direct Plan,7.41,-14.2085,2.9567,2.447,1.93,INF090I01GS4,0.55,1095,118581
441-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,10000,Y,To provide income and liquidity consistent with the prudent risk from a portfolio comprising of money market instruments. ,45670,3.81389,Umesh Sharma; Pallab Roy,Franklin India Saving Retail Quarterly Dividend Payout Direct Plan,5.189,0.0053,2.5694,4.006,9.48,INF090I01GT2,1.18,365,118505
441-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,10000,Y,To provide income and liquidity consistent with the prudent risk from a portfolio comprising of money market instruments. ,45670,3.81389,Umesh Sharma; Pallab Roy,Franklin India Saving Retail Quarterly Dividend Reinvest Direct Plan,5.189,0.0053,2.5694,4.006,2.45,INF090I01GU0,0.1,365,118505
451-GR,Open Ended,Debt,Debt - Bonds,GROWTH,10000,Y,To provide income and liquidity consistent with the prudent risk from a portfolio comprising of money market instruments. ,45670,0.574151,Umesh Sharma; Pallab Roy,Franklin India Saving Retail Growth Direct Plan,8.5131,8.0909,7.7937,8.0915,7.6,INF090I01GV8,0.1,365,118506
PRIOD1-GR,Open Ended,Hybrid,Equity,GROWTH,5000,Y,The investment objective of the scheme is to seek to generate long term capital appreciation and income from a portfolio of equity and equity related securities as well as fixed income securities. However; there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee/ indicate any returns.,1330,9.31591,Kumaresh Ramakrishnan; Alok Agarwal,PGIM India Hybrid Equity Growth Direct Plan,8.3805,-7.8729,1.0571,1.9921,7.93,INF663L01GX2,0.1,365,138386
PRIOD2-DP,Open Ended,Hybrid,Equity,AS N WHEN,5000,Y,The investment objective of the scheme is to seek to generate long term capital appreciation and income from a portfolio of equity and equity related securities as well as fixed income securities. However; there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee/ indicate any returns.,1330,12.9429,Kumaresh Ramakrishnan; Alok Agarwal,PGIM India Hybrid Equity Dividend Payout Direct Plan,-5.5002,-9.0328,0,0,7.56,INF663L01GY0,0.99,1095,138387
PRIOD2-DR,Open Ended,Hybrid,Equity,AS N WHEN,5000,Y,The investment objective of the scheme is to seek to generate long term capital appreciation and income from a portfolio of equity and equity related securities as well as fixed income securities. However; there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee/ indicate any returns.,1330,12.9429,Kumaresh Ramakrishnan; Alok Agarwal,PGIM India Hybrid Equity Dividend Reinvest Direct Plan,-5.5002,-9.0328,0,0,2.2,INF663L01GZ7,0.99,1095,138387
